page,rank,total_requests,num_domains,page_weight,has_analytics,has_advertising,has_cmp,tech_count,cmp_name
https://portale.agenziaentrate.gov.it/,5000,12,1,614989,0.0,0.0,0.0,5.0,none
https://poshmark.com/,5000,204,38,5618221,1.0,1.0,0.0,30.0,none
https://posteid.poste.it/,5000,91,8,1809607,1.0,0.0,0.0,12.0,none
https://pozdravok.com/,5000,34,8,423910,1.0,1.0,0.0,7.0,none
https://pragyan.col.du.ac.in/,5000,94,4,8058174,0.0,0.0,0.0,10.0,none
https://preply.com/,5000,77,6,1839001,1.0,1.0,1.0,38.0,CookieYes
https://president.jp/,5000,521,153,5463487,1.0,1.0,1.0,39.0,Funding Choices
https://prezi.com/,5000,168,43,10757034,1.0,1.0,1.0,28.0,OneTrust
https://priceoye.pk/,5000,202,25,41148249,1.0,0.0,0.0,18.0,none
https://privacy.com.br/,5000,129,28,6151197,1.0,1.0,0.0,28.0,none
https://pro.housecallpro.com/,5000,130,34,4478139,1.0,1.0,0.0,31.0,none
https://prodoctorov.ru/,5000,37,4,1019964,1.0,0.0,0.0,12.0,none
https://prom.ua/,5000,412,23,2509408,1.0,1.0,0.0,15.0,none
https://promotions.hu/,5000,170,38,3075064,1.0,1.0,0.0,17.0,none
https://przegladsportowy.onet.pl/,5000,119,19,1208819,1.0,1.0,0.0,14.0,none
https://pt.wikipedia.org/,5000,52,4,754873,0.0,0.0,0.0,8.0,none
https://pt.xhamster.com/,5000,101,19,2149854,1.0,1.0,0.0,13.0,none
https://punchng.com/,5000,748,179,3974070,1.0,1.0,1.0,36.0,Funding Choices
https://punishworld.com/,5000,62,11,1408166,1.0,1.0,0.0,13.0,none
https://purelovers.com/,5000,122,33,4532938,1.0,0.0,0.0,8.0,none
https://pusatinformasi.guru.kemdikbud.go.id/,5000,55,10,10503130,0.0,0.0,0.0,10.0,none
https://pysznosci.pl/,5000,71,8,2343912,1.0,1.0,0.0,15.0,none
https://qadc.top/,5000,5,1,4703,0.0,0.0,0.0,3.0,none
https://quasarzone.com/,5000,420,12,845887,1.0,1.0,0.0,20.0,none
https://queropassagem.com.br/,5000,91,16,2495321,1.0,1.0,0.0,19.0,none
https://quillbot.com/,5000,112,24,2849660,1.0,1.0,1.0,21.0,OneTrust
https://qvc.jp/,5000,501,83,8566518,1.0,1.0,0.0,36.0,none
https://qxbroker.com/,5000,16,5,185288,1.0,0.0,0.0,10.0,none
https://r.gnavi.co.jp/,5000,136,33,1387545,1.0,1.0,0.0,19.0,none
https://race.netkeiba.com/,5000,1190,243,4206373,1.0,1.0,0.0,28.0,none
https://racing.hkjc.com/,5000,183,12,1301836,1.0,0.0,0.0,10.0,none
https://rajasthan.indiaresults.com/,5000,571,105,14491629,1.0,1.0,1.0,33.0,Funding Choices
https://rajeduboard.rajasthan.gov.in/,5000,17,2,139054,0.0,0.0,0.0,5.0,none
https://rajshaladarpan.nic.in/,5000,73,1,2792776,0.0,0.0,0.0,7.0,none
https://ranobes.top/,5000,60,4,723031,0.0,0.0,0.0,12.0,none
https://rastreamento.correios.com.br/,5000,97,8,1679473,1.0,0.0,0.0,11.0,none
https://readli.net/,5000,127,39,2155978,1.0,1.0,0.0,18.0,none
https://readmangabat.com/,5000,36,9,366789,1.0,0.0,0.0,9.0,none
https://reg.usps.com/,5000,93,27,1774482,1.0,1.0,0.0,11.0,none
https://remotedesktop.google.com/,5000,56,6,986152,0.0,0.0,0.0,4.0,none
https://renta.papy.co.jp/,5000,343,96,6087267,1.0,1.0,0.0,20.0,none
https://reshak.ru/,5000,393,12,3030975,1.0,0.0,0.0,11.0,none
https://results.elections.org.za/,5000,45,9,543860,1.0,0.0,0.0,13.0,none
https://results.kite.kerala.gov.in/,5000,15,3,397149,1.0,0.0,0.0,5.0,none
https://retty.me/,5000,178,47,3381077,1.0,1.0,1.0,31.0,Funding Choices
https://revistaquem.globo.com/,5000,1312,282,8900164,1.0,1.0,1.0,44.0,Funding Choices
https://ria.ru/,5000,229,26,5090152,1.0,1.0,0.0,18.0,none
https://ridibooks.com/,5000,190,19,4678486,1.0,1.0,0.0,27.0,none
https://rip.ie/,5000,108,17,12027095,1.0,1.0,1.0,18.0,Cookiebot
https://riyasewana.com/,5000,162,22,2650481,1.0,1.0,1.0,11.0,Funding Choices
https://rmcsport.bfmtv.com/,5000,457,139,2902493,1.0,1.0,1.0,29.0,Didomi
https://ro.xhamster.com/,5000,104,20,2251872,1.0,1.0,0.0,13.0,none
https://robertsspaceindustries.com/,5000,126,18,21244990,1.0,0.0,1.0,27.0,Cookiebot
https://roboguru.ruangguru.com/,5000,133,14,2888594,1.0,0.0,0.0,20.0,none
https://rocketnews24.com/,5000,504,166,3208314,1.0,1.0,1.0,39.0,Funding Choices
https://romsfun.com/,5000,49,3,635796,1.0,0.0,0.0,14.0,none
https://rongbachkim.com/,5000,311,53,2024714,1.0,1.0,1.0,12.0,Funding Choices
https://router-network.com/,5000,39,8,482265,1.0,0.0,1.0,10.0,OneTrust
https://rozetka.com.ua/,5000,203,76,2514848,1.0,1.0,0.0,19.0,none
https://rpp.pe/,5000,1330,242,5979700,1.0,1.0,1.0,30.0,Conversant Consent Tool
https://rs.xhamster.com/,5000,99,19,1940625,1.0,1.0,0.0,13.0,none
https://ru.pinterest.com/,5000,257,14,14604083,1.0,1.0,0.0,23.0,none
https://ru.sex-studentki.guru/,5000,110,5,2083161,1.0,0.0,0.0,6.0,none
https://ru.swing-zone.com/,5000,137,13,1148954,1.0,0.0,0.0,12.0,none
https://ru.wikipedia.org/,5000,44,3,427356,0.0,0.0,0.0,6.0,none
https://ru3.bongacams.com/,5000,181,7,2407366,1.0,0.0,0.0,12.0,none
https://rule34.paheal.net/,5000,26,9,2993484,0.0,1.0,0.0,4.0,none
https://rule34.us/,5000,27,4,350056,1.0,0.0,0.0,6.0,none
https://rumble.com/,5000,121,12,5596311,1.0,0.0,0.0,12.0,none
https://rutracker.org/,5000,25,5,158844,1.0,0.0,0.0,7.0,none
https://rutube.ru/,5000,151,14,2838898,0.0,1.0,0.0,10.0,none
https://samagra.gov.in/,5000,28,4,1603024,0.0,0.0,0.0,8.0,none
https://samehadaku.email/,5000,88,13,5106248,1.0,0.0,0.0,16.0,none
https://sante.journaldesfemmes.fr/,5000,488,191,2623776,1.0,1.0,0.0,31.0,none
https://saveig.app/,5000,142,24,2093491,1.0,1.0,1.0,10.0,Funding Choices
https://saveinsta.app/,5000,123,15,1524660,1.0,1.0,1.0,11.0,Funding Choices
https://sayangwarga.surabaya.go.id/,5000,17,3,1336256,0.0,0.0,0.0,15.0,none
https://scholar.google.es/,5000,6,2,66050,0.0,0.0,0.0,1.0,none
https://scryfall.com/,5000,25,6,1322753,1.0,0.0,0.0,15.0,none
https://search.bilibili.com/,5000,73,6,1586123,0.0,0.0,0.0,6.0,none
https://search.seznam.cz/,5000,57,11,1034202,1.0,0.0,0.0,11.0,none
https://search.travel.rakuten.co.jp/,5000,2,1,34522,0.0,0.0,0.0,4.0,none
https://secure.icicidirect.com/,5000,44,12,534286,0.0,0.0,0.0,18.0,none
https://secure.login.gov/,5000,34,4,222747,1.0,0.0,0.0,12.0,none
https://secure.therapservices.net/,5000,104,8,8654980,1.0,0.0,0.0,9.0,none
https://sed.educacao.sp.gov.br/,5000,60,10,548311,1.0,0.0,0.0,11.0,none
https://sede.sepe.gob.es/,5000,72,5,4384181,1.0,0.0,0.0,6.0,none
https://sefan.ru/,5000,7,1,10992,0.0,0.0,0.0,3.0,none
https://sell.smartstore.naver.com/,5000,41,6,5045639,0.0,0.0,0.0,18.0,none
https://sellatuparley.com/,5000,104,7,6609291,1.0,0.0,0.0,11.0,none
https://seller.flipkart.com/,5000,75,16,2480143,1.0,0.0,0.0,25.0,none
https://seller.wildberries.ru/,5000,32,6,1782344,0.0,0.0,0.0,9.0,none
https://sellercentral.amazon.co.jp/,5000,49,10,902093,1.0,0.0,0.0,6.0,none
https://sellercentral.amazon.co.uk/,5000,55,10,1129272,1.0,0.0,0.0,7.0,none
https://sellercentral.amazon.in/,5000,61,13,910023,1.0,0.0,0.0,8.0,none
https://ser.brstej.com/,5000,65,14,2515282,1.0,0.0,0.0,16.0,none
https://servicioscorp.anses.gob.ar/,5000,36,4,804706,0.0,0.0,0.0,6.0,none
https://sextb.net/,5000,295,43,11113338,1.0,0.0,0.0,14.0,none
https://sfbay.craigslist.org/,5000,7,2,697162,0.0,0.0,0.0,7.0,none
https://sgxnifty.org/,5000,75,21,1032626,1.0,1.0,1.0,20.0,Funding Choices
https://shafa.ua/,5000,137,32,3312467,1.0,1.0,0.0,20.0,none
https://shonenjumpplus.com/,5000,315,25,21729017,1.0,0.0,0.0,14.0,none
https://shooshtime.com/,5000,153,39,8896070,1.0,0.0,0.0,15.0,none
https://shootz.yalla-shoot-tv.live/,5000,19,6,193013,1.0,0.0,0.0,6.0,none
https://shop.bet9ja.com/,5000,75,6,632898,0.0,0.0,0.0,8.0,none
https://shopee.com.my/,5000,96,11,2284086,1.0,0.0,0.0,14.0,none
https://shopee.ph/,5000,116,11,2170204,1.0,0.0,0.0,14.0,none
https://shopee.tw/,5000,95,11,2211099,1.0,0.0,0.0,14.0,none
https://shopee.vn/,5000,116,11,2300983,1.0,0.0,0.0,16.0,none
https://shopping.yahoo.co.jp/,5000,225,56,9458072,1.0,1.0,0.0,13.0,none
https://showup.tv/,5000,13,6,296537,0.0,0.0,0.0,4.0,none
https://siakba.kpu.go.id/,5000,14,5,882202,0.0,0.0,0.0,15.0,none
https://signin.ebay.com/,5000,77,19,872660,0.0,0.0,0.0,10.0,none
https://signup.live.com/,5000,16,9,371924,0.0,0.0,0.0,6.0,none
https://silayar.ut.ac.id/,5000,35,4,3578938,1.0,0.0,0.0,16.0,none
https://sinoptik.ua/,5000,739,178,2460137,1.0,1.0,1.0,22.0,Funding Choices
https://siol.net/,5000,802,188,6600332,1.0,1.0,1.0,21.0,Didomi
https://sit.ibomma.day/,5000,4,1,11986,0.0,0.0,0.0,3.0,none
https://site1.sbisec.co.jp/,5000,514,116,3746712,1.0,1.0,0.0,30.0,none
https://site2.q10.com/,5000,25,4,893195,0.0,0.0,0.0,14.0,none
https://site2.sbisec.co.jp/,5000,505,116,3738107,1.0,1.0,0.0,30.0,none
https://site3.sbisec.co.jp/,5000,495,116,3631126,1.0,1.0,0.0,30.0,none
https://sitfiscal.portaldasfinancas.gov.pt/,5000,2,1,404,0.0,0.0,0.0,2.0,none
https://slidesgo.com/,5000,94,21,2391386,1.0,1.0,1.0,27.0,OneTrust
https://slobodnadalmacija.hr/,5000,436,138,4661474,1.0,1.0,1.0,30.0,Didomi
https://sm3ha.mx/,5000,9,4,205209,1.0,0.0,0.0,7.0,none
https://smallpdf.com/,5000,39,14,797893,1.0,0.0,0.0,19.0,none
https://sms.schoolsoft.se/,5000,5,1,147347,0.0,0.0,0.0,5.0,none
https://snapsave.app/,5000,626,166,1738366,1.0,1.0,1.0,23.0,Funding Choices
https://sniffies.com/,5000,40,10,2327438,1.0,0.0,0.0,17.0,none
https://soccer365.ru/,5000,394,62,2285144,1.0,1.0,0.0,11.0,none
https://sofifa.com/,5000,1257,223,2134284,1.0,1.0,1.0,29.0,Conversant Consent Tool
https://solitaired.com/,5000,186,50,3395104,1.0,1.0,0.0,27.0,none
https://soundcloud.com/,5000,171,40,6960908,1.0,1.0,1.0,24.0,OneTrust
https://spgirl.cityheaven.net/,5000,28,14,308126,1.0,0.0,0.0,9.0,none
https://spicychat.ai/,5000,107,20,2463549,1.0,0.0,0.0,16.0,none
https://sport.ceskatelevize.cz/,5000,220,18,6829377,1.0,0.0,1.0,23.0,OneTrust
https://sport.detik.com/,5000,1285,284,4470543,1.0,1.0,1.0,38.0,Funding Choices
https://sport.interia.pl/,5000,133,29,7015168,1.0,1.0,0.0,13.0,none
https://sport.ua/,5000,58,10,1251589,0.0,1.0,1.0,19.0,CookieYes
https://sportmail.ru/,5000,184,30,3119420,1.0,1.0,0.0,12.0,none
https://sportnet.sme.sk/,5000,272,21,9834894,1.0,1.0,1.0,24.0,Funding Choices
https://sports.kkxxtt.com/,5000,2,1,1,0.0,0.0,0.0,3.0,none
https://sports.ndtv.com/,5000,50,12,632952,1.0,1.0,0.0,11.0,none
https://sports.news.naver.com/,5000,133,13,6008844,0.0,0.0,0.0,7.0,none
https://sports.yahoo.com/,5000,1188,175,10979563,1.0,1.0,0.0,26.0,none
https://sportske.jutarnji.hr/,5000,500,148,9183568,1.0,1.0,1.0,34.0,Didomi
https://sporza.be/,5000,306,83,4666187,1.0,1.0,0.0,28.0,none
https://sproutgigs.com/,5000,60,12,2297350,1.0,0.0,0.0,21.0,none
https://ssc.gov.in/,5000,61,3,1613921,1.0,0.0,0.0,9.0,none
https://ssc.nic.in/,5000,38,3,585849,1.0,0.0,0.0,8.0,none
https://sssinstagram.com/,5000,8,2,230571,0.0,0.0,0.0,3.0,none
https://ssstwitter.com/,5000,767,191,2312354,1.0,1.0,0.0,24.0,none
https://ssyoutube.com/,5000,26,4,583351,1.0,0.0,0.0,7.0,none
https://stardewvalleywiki.com/,5000,156,8,2481534,1.0,0.0,0.0,10.0,none
https://steamunlocked.net/,5000,27,5,830466,1.0,0.0,0.0,13.0,none
https://stihi.ru/,5000,76,17,4921356,1.0,0.0,0.0,4.0,none
https://stirileprotv.ro/,5000,29,6,697619,1.0,0.0,1.0,14.0,OneTrust
https://sto55.com/,5000,23,4,253571,1.0,0.0,0.0,7.0,none
https://stock.adobe.com/,5000,152,35,11743219,1.0,1.0,1.0,29.0,OneTrust
https://store.epicgames.com/,5000,112,11,5217061,1.0,0.0,0.0,23.0,none
https://store.google.com/,5000,193,17,4203663,1.0,0.0,0.0,10.0,none
https://store.supercell.com/,5000,63,9,1748710,0.0,0.0,1.0,12.0,OneTrust
https://store.world.co.jp/,5000,899,111,21394635,1.0,1.0,0.0,36.0,none
https://storiesig.info/,5000,4,1,7338,0.0,0.0,0.0,2.0,none
https://stripchat.com/,5000,301,7,3358227,1.0,0.0,0.0,16.0,none
https://stripchatgirls.com/,5000,218,8,2700352,1.0,0.0,0.0,14.0,none
https://studentaid.gov/,5000,127,19,2362793,1.0,0.0,0.0,22.0,none
https://studio.code.org/,5000,71,14,4508198,1.0,0.0,1.0,21.0,OneTrust
https://subsiditepatlpg.mypertamina.id/,5000,49,8,1117223,1.0,0.0,0.0,16.0,none
https://suchen.mobile.de/,5000,114,13,3338668,0.0,1.0,0.0,18.0,none
https://sudoku.com/,5000,1573,232,3671719,1.0,1.0,0.0,24.0,none
https://sukebei.nyaa.si/,5000,175,17,13883986,0.0,0.0,0.0,8.0,none
https://suki-kira.com/,5000,40,11,571524,1.0,1.0,0.0,13.0,none
https://summonersky.com/,5000,1264,220,2196954,1.0,1.0,0.0,34.0,none
https://suno.com/,5000,221,18,29226476,0.0,0.0,0.0,20.0,none
https://super.walmart.com.mx/,5000,94,33,1450292,1.0,1.0,0.0,17.0,none
https://superbet.com/,5000,2,1,1650,0.0,0.0,0.0,6.0,none
https://supplier.meesho.com/,5000,71,17,2186293,1.0,0.0,0.0,22.0,none
https://support.apple.com/,5000,41,5,5963413,1.0,0.0,0.0,8.0,none
https://support.hp.com/,5000,201,21,2923700,1.0,0.0,1.0,31.0,OneTrust
https://surahquran.com/,5000,101,15,1613568,1.0,1.0,1.0,14.0,Funding Choices
https://sussyscan.com/,5000,11,2,140405,0.0,0.0,0.0,10.0,none
https://sxyprn.net/,5000,82,19,1042308,1.0,0.0,0.0,8.0,none
https://syosetu.com/,5000,585,185,3794693,1.0,1.0,0.0,17.0,none
https://t-mall.kantangame.com/,5000,11,5,408732,1.0,0.0,0.0,7.0,none
https://tabelog.com/,5000,323,46,20067819,1.0,1.0,0.0,30.0,none
https://tamil.oneindia.com/,5000,976,193,9700538,1.0,1.0,1.0,35.0,Funding Choices
https://tamilgun.group/,5000,91,11,4015483,1.0,0.0,0.0,23.0,none
https://tantora.jp/,5000,185,10,8659983,1.0,1.0,0.0,10.0,none
https://tattle.life/,5000,1545,219,6338746,1.0,1.0,1.0,29.0,Funding Choices
https://tazkarti.com/,5000,26,3,2058320,1.0,0.0,0.0,10.0,none
https://tdgall.com/,5000,55,6,404674,1.0,1.0,0.0,12.0,none
https://tech.wp.pl/,5000,73,8,1013864,1.0,1.0,0.0,14.0,none
https://teensexmix.com/,5000,59,11,1222545,1.0,1.0,0.0,19.0,none
https://teenxy.com/,5000,82,13,2611362,1.0,0.0,0.0,9.0,none
https://telegra.ph/,5000,13,3,299126,0.0,0.0,0.0,6.0,none
https://telemagazyn.pl/,5000,261,69,2772591,1.0,1.0,1.0,22.0,Didomi
https://telex.hu/,5000,119,31,4117235,1.0,1.0,0.0,26.0,none
https://telugu.oneindia.com/,5000,885,172,13510853,1.0,1.0,1.0,34.0,Funding Choices
https://temp-mail.org/,5000,1635,237,4844571,1.0,1.0,0.0,32.0,none
https://tengrinews.kz/,5000,197,23,6365668,1.0,1.0,0.0,15.0,none
https://testbook.com/,5000,299,67,6903722,1.0,1.0,0.0,28.0,none
https://testing.illuminateed.com/,5000,37,7,1580834,1.0,0.0,0.0,19.0,none
https://tfl.gov.uk/,5000,55,15,1614329,1.0,1.0,1.0,17.0,Cookiebot
https://th.spankbang.com/,5000,343,35,26915207,1.0,0.0,0.0,18.0,none
https://th.xhamster.com/,5000,103,19,2179770,1.0,1.0,0.0,13.0,none
https://thanhnien.vn/,5000,223,51,3855222,1.0,1.0,0.0,20.0,none
https://the-ans.jp/,5000,738,190,3482112,1.0,1.0,0.0,32.0,none
https://the.streameast.app/,5000,21,7,338420,1.0,0.0,0.0,8.0,none
https://thegay.com/,5000,101,26,1853395,1.0,1.0,0.0,12.0,none
https://thehentai.net/,5000,55,17,1747033,1.0,1.0,0.0,9.0,none
https://theporndude.com/,5000,88,11,1290899,1.0,0.0,0.0,14.0,none
https://thuvienphapluat.vn/,5000,188,24,4974741,1.0,0.0,0.0,18.0,none
https://tienphong.vn/,5000,405,141,19867829,1.0,1.0,0.0,23.0,none
https://tiermaker.com/,5000,67,17,7045990,1.0,1.0,0.0,15.0,none
https://timebucks.com/,5000,54,13,1033130,1.0,0.0,0.0,13.0,none
https://times.abema.tv/,5000,252,64,2944000,1.0,1.0,1.0,23.0,Funding Choices
https://tinder.com/,5000,361,2,2951930,0.0,0.0,0.0,12.0,none
https://tiwar.ru/,5000,21,3,181399,1.0,0.0,0.0,6.0,none
https://tmomanga.com/,5000,96,9,3490205,1.0,0.0,0.0,14.0,none
https://tn.com.ar/,5000,342,55,6550606,1.0,1.0,1.0,31.0,Funding Choices
https://tnedistrict.tn.gov.in/,5000,26,1,404469,0.0,0.0,0.0,8.0,none
https://today.line.me/,5000,16,5,627900,1.0,0.0,0.0,11.0,none
https://toku.yahoo.co.jp/,5000,106,10,3873041,0.0,1.0,0.0,6.0,none
https://toomics.com/,5000,293,71,6736725,1.0,1.0,0.0,21.0,none
https://toonclash.com/,5000,331,91,11548472,1.0,1.0,0.0,28.0,none
https://toonily.com/,5000,69,4,690567,1.0,0.0,0.0,18.0,none
https://topwar.ru/,5000,103,22,2802298,1.0,1.0,0.0,18.0,none
https://townwork.net/,5000,55,11,714767,1.0,0.0,0.0,8.0,none
https://toyokeizai.net/,5000,981,238,5033628,1.0,1.0,1.0,33.0,Funding Choices
https://toytheater.com/,5000,89,10,1609659,1.0,1.0,1.0,16.0,Funding Choices
https://tr.investing.com/,5000,674,190,11753195,1.0,1.0,1.0,39.0,Conversant Consent Tool
https://tr.pinterest.com/,5000,250,13,14551083,1.0,1.0,0.0,23.0,none
https://tr.xhamster.com/,5000,104,19,2003311,1.0,1.0,0.0,15.0,none
https://trade.smbcnikko.co.jp/,5000,78,7,1016345,1.0,0.0,0.0,6.0,none
https://trafficnews.jp/,5000,265,78,4516745,1.0,1.0,1.0,35.0,Funding Choices
https://translate.yandex.ru/,5000,32,5,943498,1.0,0.0,0.0,5.0,none
https://transx.com.listcrawler.eu/,5000,60,8,338718,1.0,0.0,0.0,9.0,none
https://trashbox.ru/,5000,60,10,1715652,1.0,1.0,0.0,11.0,none
https://travel.rakuten.co.jp/,5000,564,114,12864347,1.0,1.0,0.0,19.0,none
https://travel.state.gov/,5000,218,23,3023044,1.0,0.0,0.0,20.0,none
https://trello.com/,5000,93,16,1694727,0.0,0.0,0.0,0.0,none
https://triunfobet.com/,5000,111,15,32970996,1.0,0.0,0.0,17.0,none
https://trumtruyen.vn/,5000,39,3,661655,1.0,0.0,0.0,5.0,none
https://truyenwikidich.net/,5000,169,47,3411221,1.0,1.0,1.0,20.0,Funding Choices
https://truyenyy.pro/,5000,43,9,1037258,1.0,0.0,0.0,13.0,none
https://ts4.x1.europe.travian.com/,5000,37,4,1731706,0.0,0.0,0.0,11.0,none
https://ts50.x5.arabics.travian.com/,5000,37,4,1731983,0.0,0.0,0.0,11.0,none
https://tsumanne.net/,5000,155,49,1600735,1.0,0.0,0.0,4.0,none
https://tubesafari.com/,5000,33,11,602666,1.0,0.0,0.0,9.0,none
https://tuclothing.sainsburys.co.uk/,5000,83,14,1891043,0.0,0.0,1.0,23.0,Tealium Consent Management
https://tuma.jp/,5000,53,14,1194668,0.0,0.0,0.0,3.0,none
https://turkserial.co/,5000,169,25,5702952,1.0,1.0,0.0,20.0,none
https://turoktv.com/,5000,483,65,2300722,1.0,1.0,0.0,20.0,none
https://tuyensinh247.com/,5000,315,47,15843426,1.0,0.0,0.0,18.0,none
https://tv.mail.ru/,5000,275,33,3177294,1.0,1.0,0.0,13.0,none
https://tv.yandex.ru/,5000,207,56,1286898,1.0,1.0,0.0,8.0,none
https://tv13.nontondrama.click/,5000,9,4,126479,0.0,0.0,0.0,10.0,none
https://tv2.lk21official.mom/,5000,11,4,126874,0.0,0.0,0.0,10.0,none
https://tvi.iol.pt/,5000,172,42,2965727,1.0,1.0,1.0,29.0,Funding Choices
https://tvreport.co.kr/,5000,171,17,3184457,1.0,1.0,1.0,24.0,Funding Choices
https://tvtropes.org/,5000,387,128,1772160,1.0,1.0,1.0,25.0,Conversant Consent Tool
https://tw.search.yahoo.com/,5000,16,3,699670,0.0,0.0,0.0,3.0,none
https://tw.sports.yahoo.com/,5000,709,168,11311400,1.0,1.0,0.0,23.0,none
https://twitcasting.tv/,5000,49,9,1516572,1.0,1.0,0.0,8.0,none
https://txxx.com/,5000,139,29,1669069,1.0,1.0,0.0,11.0,none
https://typingerz.com/,5000,122,26,1698875,1.0,1.0,0.0,21.0,none
https://ua.korrespondent.net/,5000,910,221,4061282,1.0,1.0,0.0,28.0,none
https://uakino.club/,5000,141,9,1721180,1.0,0.0,0.0,16.0,none
https://ugcnet.ntaonline.in/,5000,34,4,1687487,0.0,0.0,0.0,12.0,none
https://ukdevilz.com/,5000,28,7,226236,1.0,0.0,0.0,7.0,none
https://unacademy.com/,5000,121,16,1098573,0.0,0.0,0.0,21.0,none
https://unifiedportal-emp.epfindia.gov.in/,5000,40,5,447048,0.0,0.0,0.0,13.0,none
https://unsplash.com/,5000,103,14,1562126,1.0,0.0,0.0,16.0,none
https://upbhulekh.gov.in/,5000,56,2,1476404,0.0,0.0,0.0,10.0,none
https://upornia.com/,5000,150,30,1803947,1.0,1.0,0.0,11.0,none
https://upsconline.nic.in/,5000,10,1,197842,0.0,0.0,0.0,3.0,none
https://uquiz.com/,5000,719,175,6097087,1.0,1.0,0.0,22.0,none
https://us.shein.com/,5000,603,96,12940108,1.0,1.0,1.0,32.0,OneTrust
https://uukanshu.cc/,5000,12,2,122366,0.0,0.0,0.0,2.0,none
https://v2.slashlib.me/,5000,118,10,3305373,1.0,0.0,0.0,8.0,none
https://v2.vost.pw/,5000,287,60,7636163,1.0,1.0,0.0,16.0,none
https://v5.voiranime.com/,5000,96,22,1767669,1.0,0.0,0.0,19.0,none
https://vandal.elespanol.com/,5000,652,159,3674012,1.0,1.0,1.0,24.0,Didomi
https://vcard.ameba.jp/,5000,155,8,5466184,0.0,1.0,0.0,6.0,none
https://vcloud.lol/,5000,3,2,2656,0.0,0.0,0.0,2.0,none
https://vebv8me7q.com/,5000,3,3,12618,0.0,0.0,0.0,2.0,none
https://veja.abril.com.br/,5000,139,27,1609713,1.0,1.0,0.0,19.0,none
https://vercomicsporno.com/,5000,84,19,2339252,1.0,1.0,0.0,15.0,none
https://verified.capitalone.com/,5000,65,15,1353168,1.0,0.0,0.0,20.0,none
https://versus.com/,5000,64,12,961706,1.0,1.0,1.0,15.0,Funding Choices
https://vide-greniers.org/,5000,75,22,1848658,1.0,1.0,0.0,16.0,none
https://videa.hu/,5000,162,30,8277311,1.0,1.0,0.0,11.0,none
https://video.fc2.com/,5000,97,11,2180201,1.0,0.0,0.0,6.0,none
https://videocelebs.net/,5000,63,14,3360366,1.0,0.0,0.0,10.0,none
https://videosection.com/,5000,85,21,2411528,1.0,0.0,0.0,13.0,none
https://viefaucet.com/,5000,43,8,786649,1.0,0.0,0.0,8.0,none
https://vietjack.com/,5000,92,31,915942,1.0,1.0,0.0,15.0,none
https://vietnamnet.vn/,5000,1020,194,10509981,1.0,1.0,0.0,19.0,none
https://vimeo.com/,5000,177,32,35830041,1.0,1.0,1.0,31.0,OneTrust
https://visa.mofa.gov.sa/,5000,49,3,1494079,1.0,0.0,0.0,5.0,none
https://visorikigai.net/,5000,49,3,420357,0.0,1.0,0.0,8.0,none
https://vivo.com.br/,5000,368,66,5435427,1.0,1.0,0.0,28.0,none
https://vjav.com/,5000,122,28,1880628,1.0,1.0,0.0,12.0,none
https://vn.search.yahoo.com/,5000,10,3,176414,0.0,0.0,0.0,3.0,none
https://voucherseducativos.educacion.gob.ar/,5000,25,7,484931,1.0,0.0,0.0,8.0,none
https://voz.vn/,5000,1445,216,2706240,1.0,1.0,1.0,34.0,Funding Choices
https://vseigru.net/,5000,97,12,1820162,1.0,1.0,0.0,10.0,none
https://vulms.vu.edu.pk/,5000,43,11,1854009,1.0,0.0,0.0,21.0,none
https://vxxx.com/,5000,108,19,1291546,1.0,1.0,0.0,10.0,none
https://vyvymanga.net/,5000,186,9,8864416,1.0,0.0,0.0,11.0,none
https://wap.faloo.com/,5000,174,7,2254027,1.0,0.0,0.0,5.0,none
https://waplog.com/,5000,108,27,3265762,1.0,1.0,0.0,16.0,none
https://wartank.ru/,5000,14,3,122444,1.0,0.0,0.0,3.0,none
https://wbresults.nic.in/,5000,3,1,75826,0.0,0.0,0.0,1.0,none
https://weather.yahoo.co.jp/,5000,165,19,2440172,1.0,0.0,0.0,6.0,none
https://weathernews.jp/,5000,299,84,2077666,1.0,1.0,1.0,19.0,Funding Choices
https://web.archive.org/,5000,56,5,4997948,0.0,0.0,0.0,8.0,none
https://web.de/,5000,20,8,345388,0.0,0.0,0.0,3.0,none
https://web.humoruniv.com/,5000,126,8,869114,1.0,0.0,0.0,5.0,none
https://web.telegram.org/,5000,37,6,1838679,0.0,0.0,0.0,3.0,none
https://websearch.rakuten.co.jp/,5000,136,24,2207802,1.0,1.0,0.0,17.0,none
https://webxseries.com.co/,5000,75,18,1823843,1.0,0.0,0.0,15.0,none
https://wecima.show/,5000,61,12,2772661,1.0,0.0,0.0,14.0,none
https://westmanga.fun/,5000,114,17,2415569,1.0,1.0,0.0,14.0,none
https://wetransfer.com/,5000,143,42,4383936,1.0,1.0,0.0,27.0,none
https://wfwf326.com/,5000,6,2,37852,0.0,0.0,0.0,2.0,none
https://wfwf327.com/,5000,6,2,37852,0.0,0.0,0.0,2.0,none
https://wfwf328.com/,5000,6,2,36233,0.0,0.0,0.0,2.0,none
https://wfwf329.com/,5000,6,2,36233,0.0,0.0,0.0,2.0,none
https://wiadomosci.gazeta.pl/,5000,52,10,855672,1.0,1.0,1.0,11.0,OneTrust
